ticket_id,channel,county,area,customer_segment,plan_type,product,issue_category,issue_subcategory,intent,language,raw_message,sentiment_label,sentiment_score,priority,resolution_status,first_response_time_min,resolution_time_hours,assigned_team,agent_id,action_taken,csat_1to5,nps_-100to100,churn_risk
KECS-20250415-08421,WhatsApp,Narok,Market,Consumer,Prepaid,Voice & SMS,Voice & SMS,Nuisance/silent calls,Inquiry,EN,Nauliza tu about Voice & SMS: Nuisance/silent calls. My number: 6766** (masked).,Negative,-0.404,Low,Resolved,13,11.62,Tech-Network,AG-24980,Explained charges and plan details,4,,Medium
KECS-20240204-08422,Call Center,Uasin Gishu,Turbo,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions.",Neutral,-0.409,Low,Resolved,20,6.92,Billing,AG-04880,Stopped subscription; refunded charges,3,1,Low
KECS-20250121-08423,Email,Nairobi,Roysambu,Consumer,Prepaid,SIM & Registration,SIM & Registration,Lost SIM replacement,Complaint,EN,"Hi KifaruTel, Lost SIM replacement on my SIM & Registration. My number: 0367** (masked).",Negative,-0.278,Low,Resolved,49,1.82,Care-General,AG-28501,Assisted eSIM activation,1,,Medium
KECS-20250821-08424,Call Center,Kericho,Market,Consumer,Home Fiber,Mobile Money,Mobile Money,Charges dispute,Inquiry,EN,Kindly advise about Mobile Money: Charges dispute. Transaction ref: M320251.,Negative,-0.443,Medium,Resolved,12,13.30,MobileMoney,AG-40239,Blocked suspicious account and guided reporting,1,-57,Low
KECS-20250315-08425,Retail Shop,Kitui,Market,Consumer,Home Fiber,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,EN,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: Daily 1GB (KES 50). ????",Negative,-0.949,Medium,Resolved,8,5.58,Tech-Network,AG-39875,Credited bundle; explained validity,1,,Low
KECS-20250108-08426,WhatsApp,Bungoma,Home,Consumer,Prepaid,Data Bundles,Data Bundles,Bundle not activated,Complaint,SW,"Hi KifaruTel, Bundle not activated on my Data Bundles. Bundle: Night 2GB (KES 100). tafadhali",Negative,-0.817,Low,Resolved,7,15.09,Tech-Network,AG-26041,Credited bundle; explained validity,1,8,Medium
KECS-20240814-08427,Call Center,Kericho,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Night bundle / validity confusion,Complaint,EN,"Hi KifaruTel, Night bundle / validity confusion on my Data Bundles. Bundle: Daily 200MB (KES 20). ??",Neutral,-0.071,Medium,Resolved,15,18.72,Tech-Network,AG-95237,Advised app update and cache clear,3,,Low
KECS-20251116-08428,Web Portal,Siaya,Market,Consumer,Prepaid,SIM & Registration,SIM & Registration,PUK / SIM locked,Inquiry,SW,How do I about SIM & Registration: PUK / SIM locked. My number: 1145** (masked). sasa hivi ...,Negative,-0.722,High,Resolved,16,31.84,Care-General,AG-53709,Assisted eSIM activation,2,-57,Medium
KECS-20250117-08429,Call Center,Machakos,Mlolongo,SME,Home Fiber,Mobile Money,Mobile Money,Charges dispute,Complaint,EN,"Hi KifaruTel, Charges dispute on my Mobile Money. Transaction ref: M796526.",Negative,-0.624,Medium,Resolved,14,49.16,MobileMoney,AG-03122,Checked transaction status; advised retry,2,,Medium
KECS-20240430-08430,Mobile App Chat,Kericho,Home,Consumer,Home Fiber,Account/App,Account/App,Password reset,Complaint,SHENG,"Hi KifaruTel, Password reset on my Account/App. My number: 2407** (masked). mbona sasa ??",Negative,-0.648,High,Resolved,15,12.62,Care-General,AG-18995,Escalated to technical team,1,,Medium
KECS-20240617-08431,Twitter/X,Nakuru,Naivasha,Consumer,Prepaid,SIM & Registration,SIM & Registration,Lost SIM replacement,Complaint,SHENG,"Hi KifaruTel, Lost SIM replacement on my SIM & Registration. My number: 8329** (masked). saa hii",Negative,-0.719,Medium,Resolved,42,31.93,Care-General,AG-41624,Guided SIM replacement process,1,-15,Medium
KECS-20240309-08432,SMS/USSD,Kiambu,Githurai,Consumer,Postpaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,SW,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Weekly 5GB (KES 200). tafadhali",Negative,-1.000,Low,Resolved,29,9.77,Tech-Network,AG-93990,Advised app update and cache clear,1,,Low
KECS-20251109-08433,Call Center,Busia,Home,SME,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,EN,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: Daily 1GB (KES 50).",Negative,-0.430,Medium,Pending,34,19.33,Tech-Network,AG-94545,Refreshed data balance; advised restart phone,,,Medium
KECS-20240824-08434,WhatsApp,Wajir,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,EN,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: Social Bundle (KES 100). ??",Negative,-0.619,Low,Resolved,29,3.36,Tech-Network,AG-90683,Credited bundle; explained validity,1,-60,Medium
KECS-20241005-08435,Web Portal,Nairobi,Kasarani,Consumer,eSIM,Home Internet,Home Internet,Fiber down / no internet,Complaint,EN,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Kasarani, Nairobi. ??",Negative,-0.642,Medium,Resolved,22,9.14,Tech-Fiber,AG-47420,Applied service credit after downtime,2,-51,Medium
KECS-20241013-08436,Call Center,Kiambu,Kiambu Town,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,SW,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions. hii ni noma",Negative,-0.758,Medium,Resolved,7,7.91,Billing,AG-71620,Stopped subscription; educated on opt-in,1,,Medium
KECS-20240617-08437,Call Center,Siaya,Home,SME,eSIM,Device Financing,Device Financing,Upgrade eligibility,Complaint,EN,"Hi KifaruTel, Upgrade eligibility on my Device Financing.",Neutral,-0.006,High,Resolved,3,41.49,Billing,AG-39926,Provided troubleshooting steps,3,1,Low
KECS-20240330-08438,Call Center,Nairobi,Kilimani,Consumer,Prepaid,SIM & Registration,SIM & Registration,KYC/ID verification issue,Complaint,EN,"Hi KifaruTel, KYC/ID verification issue on my SIM & Registration. My number: 0711** (masked).",Negative,-0.732,Medium,Pending,10,48.90,Care-General,AG-18995,Guided PUK unlock,,,Medium
KECS-20250915-08439,Retail Shop,Kakamega,Kakamega Town,Consumer,Home Fiber,Data Bundles,Data Bundles,Data depleted too fast,Complaint,EN,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Night 2GB (KES 100).",Negative,-0.947,Medium,Resolved,8,14.64,Tech-Network,AG-18949,Ran network diagnostics; suggested 4G/5G settings,2,,Low
KECS-20240612-08440,SMS/USSD,Makueni,Market,Consumer,eSIM,Home Internet,Home Internet,Slow speeds,Complaint,SW,"Hi KifaruTel, Slow speeds on my Home Internet. Location: Market, Makueni. nisaidie",Negative,-0.571,High,Resolved,34,11.31,Tech-Fiber,AG-88237,Remote line test; reset ONT/router,3,-66,Medium
KECS-20250107-08441,Twitter/X,Meru,Meru Town,SME,Prepaid,Mobile Money,Mobile Money,Fraud / scam report,Complaint,EN,"Hi KifaruTel, Fraud / scam report on my Mobile Money. Transaction ref: M840084.",Negative,-0.634,High,Resolved,10,26.91,MobileMoney,AG-98964,Advised PIN reset,2,,Medium
KECS-20250706-08442,Web Portal,Kakamega,Mumias,Consumer,Prepaid,Voice & SMS,Voice & SMS,Can't make/receive calls,Complaint,SHENG,"Hi KifaruTel, Can't make/receive calls on my Voice & SMS. My number: 9933** (masked). saa hii",Neutral,-0.226,High,Resolved,9,41.49,Tech-Network,AG-30093,Provided troubleshooting steps,3,40,Low
KECS-20250730-08443,Call Center,Nakuru,Nakuru Town,Consumer,eSIM,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SW,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M582314. niko area ya",Negative,-0.770,High,Resolved,26,12.63,MobileMoney,AG-24510,Raised reversal ticket,4,-30,Medium
KECS-20240428-08444,Retail Shop,Nairobi,CBD,Consumer,Pocket WiFi,Account/App,Account/App,Airtime top-up failure,Complaint,SHENG,"Hi KifaruTel, Airtime top-up failure on my Account/App. My number: 4380** (masked). msee",Neutral,0.150,Low,Resolved,12,12.31,Care-General,AG-22960,Logged complaint for follow-up,4,-6,Low
KECS-20240806-08445,Call Center,Kiambu,Thika,Consumer,Pocket WiFi,Device Financing,Device Financing,Warranty/repair,Complaint,SW,"Hi KifaruTel, Warranty/repair on my Device Financing. imekwama",Neutral,-0.483,High,Escalated,6,24.75,Billing,AG-79704,Logged complaint for follow-up,,,Low
KECS-20250207-08446,Mobile App Chat,Kakamega,Mumias,Consumer,Prepaid,Mobile Money,Mobile Money,Agent/float issue,Complaint,EN,"Hi KifaruTel, Agent/float issue on my Mobile Money. Transaction ref: M706341.",Neutral,0.162,Medium,Resolved,9,9.86,MobileMoney,AG-74774,Advised PIN reset,3,56,Low
KECS-20250202-08447,Facebook,Narok,Home,SME,Prepaid,Mobile Money,Mobile Money,Fraud / scam report,Complaint,SW,"Hi KifaruTel, Fraud / scam report on my Mobile Money. Transaction ref: M920902. tafadhali",Neutral,0.061,Medium,Resolved,24,8.73,MobileMoney,AG-93778,Advised PIN reset,3,,Low
KECS-20240701-08448,Mobile App Chat,Baringo,Stage,Consumer,Prepaid,SIM & Registration,SIM & Registration,eSIM setup,Inquiry,SW,Nauliza tu about SIM & Registration: eSIM setup. My number: 4249** (masked). kwani mbona ...,Neutral,-0.194,Low,Resolved,14,3.31,Care-General,AG-05554,Guided PUK unlock,4,,Low
KECS-20250619-08449,WhatsApp,Kajiado,Kajiado Town,Consumer,Prepaid,Data Bundles,Data Bundles,Bundle not activated,Complaint,SW,"Hi KifaruTel, Bundle not activated on my Data Bundles. Bundle: TikTok Pack (KES 50). sasa hivi ??",Negative,-0.812,Low,Pending,21,42.12,Tech-Network,AG-66105,Logged coverage complaint for optimization,,,Medium
KECS-20251123-08450,SMS/USSD,Mandera,Home,SME,Prepaid,Home Internet,Home Internet,Relocation request,Suggestion,EN,"Suggestion: improve Home Internet experience. Relocation request. Location: Home, Mandera.",Neutral,0.050,Low,Resolved,48,12.50,Tech-Fiber,AG-64130,Raised outage incident; provided ETA,2,9,Low
KECS-20251130-08451,SMS/USSD,Nakuru,Nakuru Town,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Content service charges,Inquiry,EN,How do I about VAS/Subscriptions: Content service charges.,Neutral,0.175,High,Resolved,31,27.79,Billing,AG-41168,Stopped subscription; educated on opt-in,4,,Low
KECS-20250120-08452,WhatsApp,Mombasa,Nyali,Enterprise,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Complaint,EN,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Nyali, Mombasa. ??",Neutral,0.051,Medium,Resolved,13,5.72,Tech-Fiber,AG-13970,Scheduled technician visit,3,-46,Low
KECS-20241203-08453,Call Center,Kisumu,Kondele,SME,Postpaid,Voice & SMS,Voice & SMS,Shortcode/USSD not working,Complaint,SW,"Hi KifaruTel, Shortcode/USSD not working on my Voice & SMS. My number: 7000** (masked). kwani mbona ??...",Negative,-0.759,Medium,Resolved,8,8.51,Tech-Network,AG-35932,Escalated to technical team,1,,Low
KECS-20250213-08454,WhatsApp,Bomet,Town,Consumer,Prepaid,Data Bundles,Data Bundles,Hotspot/tethering issue,Complaint,EN,"Hi KifaruTel, Hotspot/tethering issue on my Data Bundles. Bundle: Monthly 10GB (KES 1000).",Negative,-0.591,Medium,Resolved,10,10.03,Tech-Network,AG-72156,Advised app update and cache clear,1,,Medium
KECS-20250907-08455,Mobile App Chat,Nairobi,CBD,Consumer,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Inquiry,SHENG,"Kindly advise about Home Internet: Fiber down / no internet. Location: CBD, Nairobi. si fair !!!",Negative,-0.716,High,Resolved,24,55.29,Tech-Fiber,AG-20502,Applied service credit after downtime,3,,Medium
KECS-20251107-08456,WhatsApp,Murang'a,Market,Consumer,Prepaid,Device Financing,Device Financing,Installment payment issue,Inquiry,SHENG,Nahitaji kujua about Device Financing: Installment payment issue. hii vitu,Neutral,-0.024,Medium,Resolved,17,8.44,Billing,AG-08963,Logged complaint for follow-up,3,,Low
KECS-20241120-08457,WhatsApp,Meru,Nkubu,Consumer,Home 4G Router,Roaming & International,Roaming & International,Unexpected roaming charges,Inquiry,EN,Need clarification about Roaming & International: Unexpected roaming charges. My number: 6014** (masked).,Neutral,-0.136,Low,Resolved,21,12.76,Care-General,AG-41311,Provided troubleshooting steps,3,66,Low
KECS-20250521-08458,Call Center,Bomet,Home,Consumer,Prepaid,Account/App,Account/App,Password reset,Inquiry,EN,Nahitaji kujua about Account/App: Password reset. My number: 2455** (masked).,Neutral,0.153,High,Resolved,15,29.21,Care-General,AG-14510,Reset account credentials,2,-26,Low
KECS-20240204-08459,Mobile App Chat,Mombasa,Likoni,Consumer,Postpaid,Mobile Money,Mobile Money,Transaction failed / delayed,Inquiry,EN,Nauliza tu about Mobile Money: Transaction failed / delayed. Transaction ref: M444313. !!!,Negative,-0.662,Medium,Pending,11,30.52,MobileMoney,AG-53109,Advised PIN reset,,,Medium
KECS-20250924-08460,WhatsApp,Kericho,Town,SME,Home Fiber,Data Bundles,Data Bundles,Bundle not activated,Inquiry,EN,Kindly advise about Data Bundles: Bundle not activated. Bundle: Daily 200MB (KES 20).,Negative,-0.797,Medium,Resolved,12,14.32,Tech-Network,AG-15384,Credited bundle; explained validity,2,,Medium
KECS-20240702-08461,Call Center,Bungoma,Stage,SME,Prepaid,SIM & Registration,SIM & Registration,SIM not registered / SIM swap,Praise,SHENG,Asante sana KifaruTel customer care. SIM & Registration issue ilirekebishwa. My number: 3964** (masked). hii vitu ??,Positive,0.653,High,Resolved,5,5.04,Care-General,AG-65877,Guided PUK unlock,4,42,Low
KECS-20250509-08462,Web Portal,Mombasa,Changamwe,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Praise,EN,Asante sana KifaruTel customer care. Mobile Money issue ilirekebishwa. Transaction ref: M637931.,Positive,0.438,Medium,Resolved,21,28.88,MobileMoney,AG-67351,Advised PIN reset,5,67,Low
KECS-20240113-08463,Email,Vihiga,Town,Consumer,Pocket WiFi,Data Bundles,Data Bundles,Billing for data,Complaint,EN,"Hi KifaruTel, Billing for data on my Data Bundles. Bundle: Daily 1GB (KES 50).",Neutral,0.296,High,Resolved,12,17.82,Tech-Network,AG-84654,Logged coverage complaint for optimization,4,,Low
KECS-20240218-08464,Facebook,Machakos,Athi River,Enterprise,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Complaint,SW,"Hi KifaruTel, Wrong recipient / reversal request on my Mobile Money. Transaction ref: M902293. hii ni noma",Negative,-0.754,Low,Resolved,17,27.21,MobileMoney,AG-44176,Advised PIN reset,2,18,Medium
KECS-20250727-08465,Web Portal,Nairobi,Roysambu,Consumer,Postpaid,Data Bundles,Data Bundles,Night bundle / validity confusion,Complaint,SW,"Hi KifaruTel, Night bundle / validity confusion on my Data Bundles. Bundle: YouTube Pack (KES 50). kwani mbona ??",Negative,-1.000,Medium,Resolved,15,17.92,Tech-Network,AG-09514,Ran network diagnostics; suggested 4G/5G settings,2,,Low
KECS-20240809-08466,Twitter/X,Nyeri,Home,SME,Home Fiber,Account/App,Account/App,Password reset,Complaint,SHENG,"Hi KifaruTel, Password reset on my Account/App. My number: 8162** (masked). saa hii",Negative,-1.000,Low,Pending,19,62.59,Care-General,AG-66694,Escalated to technical team,,,Low
KECS-20250819-08467,WhatsApp,Kisii,Town,Consumer,Prepaid,SIM & Registration,SIM & Registration,eSIM setup,Complaint,EN,"Hi KifaruTel, eSIM setup on my SIM & Registration. My number: 0601** (masked). ??",Negative,-0.596,Medium,Escalated,17,18.87,Care-General,AG-90940,Performed line refresh,,,Medium
KECS-20250729-08468,Call Center,West Pokot,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Bundle not activated,Complaint,SW,"Hi KifaruTel, Bundle not activated on my Data Bundles. Bundle: TikTok Pack (KES 50). mtanirefund?",Negative,-0.596,Medium,Resolved,12,29.46,Tech-Network,AG-87524,Ran network diagnostics; suggested 4G/5G settings,3,-23,Medium
KECS-20250907-08469,Mobile App Chat,Bungoma,Town,Consumer,Home 4G Router,Data Bundles,Data Bundles,Data depleted too fast,Complaint,EN,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Social Bundle (KES 100). ??",Neutral,0.068,Medium,Resolved,4,4.06,Tech-Network,AG-06337,Ran network diagnostics; suggested 4G/5G settings,4,36,Low
KECS-20240103-08470,Twitter/X,Busia,Town,Consumer,Prepaid,SIM & Registration,SIM & Registration,eSIM setup,Inquiry,EN,Need clarification about SIM & Registration: eSIM setup. My number: 5566** (masked).,Neutral,0.383,Medium,Resolved,13,4.68,Care-General,AG-60483,Guided SIM replacement process,4,-24,Low
KECS-20250215-08471,WhatsApp,Nairobi,Westlands,Consumer,Prepaid,Roaming & International,Roaming & International,Data roaming settings,Complaint,EN,"Hi KifaruTel, Data roaming settings on my Roaming & International. My number: 2185** (masked). ??",Neutral,-0.344,Low,Resolved,9,5.17,Care-General,AG-98435,Escalated to technical team,5,35,Low
KECS-20241012-08472,SMS/USSD,Kiambu,Kiambu Town,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: Transaction failed / delayed. Amount KES 50. Transaction ref: M815694.,Negative,-0.812,High,Resolved,51,26.78,MobileMoney,AG-46490,Escalated to payments team,3,5,Medium
KECS-20251209-08473,Call Center,Murang'a,Town,Consumer,Pocket WiFi,Account/App,Account/App,App login/OTP issue,Inquiry,SHENG,Kindly advise about Account/App: App login/OTP issue. My number: 7711** (masked). maze,Neutral,-0.016,Medium,Resolved,17,10.13,Care-General,AG-24421,Provided troubleshooting steps,4,8,Low
KECS-20250820-08474,Mobile App Chat,Busia,Home,SME,Prepaid,Roaming & International,Roaming & International,OTP not received abroad,Inquiry,EN,Need clarification about Roaming & International: OTP not received abroad. My number: 2016** (masked).,Negative,-0.439,High,Resolved,30,35.98,Care-General,AG-79863,Provided troubleshooting steps,2,-37,Medium
KECS-20250318-08475,Call Center,West Pokot,Market,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Content service charges,Complaint,EN,"Hi KifaruTel, Content service charges on my VAS/Subscriptions.",Negative,-1.000,Medium,Resolved,7,25.86,Billing,AG-25788,Blocked premium SMS on line,3,-57,Medium
KECS-20241209-08476,WhatsApp,Uasin Gishu,Moiben,Consumer,Postpaid,Data Bundles,Data Bundles,Slow internet / buffering,Inquiry,SW,Need clarification about Data Bundles: Slow internet / buffering. Bundle: Night 2GB (KES 100). sasa hivi,Negative,-0.614,Medium,Resolved,10,21.82,Tech-Network,AG-98640,Logged coverage complaint for optimization,4,,Medium
KECS-20251212-08477,Call Center,Taita Taveta,Market,Consumer,Prepaid,SIM & Registration,SIM & Registration,KYC/ID verification issue,Complaint,SHENG,"Hi KifaruTel, KYC/ID verification issue on my SIM & Registration. My number: 9047** (masked). si fair ??",Neutral,0.227,Medium,Resolved,8,12.74,Care-General,AG-08046,Performed line refresh,5,-44,Low
KECS-20250223-08478,Email,Kwale,Market,Consumer,Home Fiber,Data Bundles,Data Bundles,Slow internet / buffering,Suggestion,EN,Suggestion: improve Data Bundles experience. Slow internet / buffering. Bundle: Monthly 10GB (KES 1000).,Neutral,-0.104,Low,Resolved,33,18.28,Tech-Network,AG-35953,Advised app update and cache clear,4,,Low
KECS-20240704-08479,WhatsApp,Homa Bay,Stage,Consumer,Prepaid,Home Internet,Home Internet,Router/ONT issue,Inquiry,SW,"Need clarification about Home Internet: Router/ONT issue. Location: Stage, Homa Bay. hii ni noma",Negative,-0.783,Medium,Resolved,16,17.99,Tech-Fiber,AG-12631,Scheduled technician visit,3,-38,Low
KECS-20240903-08480,WhatsApp,Machakos,Machakos Town,Consumer,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Complaint,EN,"Hi KifaruTel, Wrong recipient / reversal request on my Mobile Money. Transaction ref: M513856.",Negative,-0.638,Medium,Escalated,7,168.11,MobileMoney,AG-91361,Escalated to payments team,,,Low
KECS-20240525-08481,Call Center,Nairobi,Karen,Consumer,Postpaid,Data Bundles,Data Bundles,Night bundle / validity confusion,Complaint,SW,"Hi KifaruTel, Night bundle / validity confusion on my Data Bundles. Bundle: Daily 200MB (KES 20). imepotea",Negative,-0.615,Low,Resolved,16,6.34,Tech-Network,AG-87751,Advised app update and cache clear,3,-74,Medium
KECS-20250626-08482,Retail Shop,Kisii,Home,Consumer,Prepaid,Mobile Money,Mobile Money,PIN reset / locked account,Complaint,EN,"Hi KifaruTel, PIN reset / locked account on my Mobile Money. Transaction ref: M859314.",Negative,-1.000,Medium,Resolved,21,56.70,MobileMoney,AG-92761,Raised reversal ticket,3,-59,Medium
KECS-20240806-08483,Facebook,Bungoma,Town,Consumer,Prepaid,Voice & SMS,Voice & SMS,SMS delayed / not delivered,Complaint,EN,"Hi KifaruTel, SMS delayed / not delivered on my Voice & SMS. My number: 5272** (masked). ??",Negative,-0.536,Low,Escalated,15,21.91,Tech-Network,AG-69193,Provided troubleshooting steps,,,Medium
KECS-20251220-08484,Call Center,Machakos,Athi River,Consumer,Pocket WiFi,Account/App,Account/App,Balance discrepancy,Complaint,EN,"Hi KifaruTel, Balance discrepancy on my Account/App. My number: 9424** (masked).",Negative,-0.539,Low,Resolved,21,2.47,Care-General,AG-95243,Provided troubleshooting steps,1,-37,Medium
KECS-20250501-08485,Email,Nairobi,CBD,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,EN,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M244545.",Negative,-0.877,Medium,Resolved,11,16.29,MobileMoney,AG-40395,Advised PIN reset,1,33,Medium
KECS-20241031-08486,Mobile App Chat,Kisii,Stage,Consumer,Postpaid,Voice & SMS,Voice & SMS,Shortcode/USSD not working,Inquiry,SW,Need clarification about Voice & SMS: Shortcode/USSD not working. My number: 5497** (masked). kwani mbona,Neutral,-0.083,Medium,Resolved,10,16.58,Tech-Network,AG-15182,Escalated to technical team,2,,Low
KECS-20250701-08487,Email,Migori,Home,Consumer,Pocket WiFi,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SW,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M319867. mtanirefund? ??",Negative,-0.538,High,Resolved,27,19.21,MobileMoney,AG-28208,Checked transaction status; advised retry,2,,Medium
KECS-20240116-08488,Email,Trans Nzoia,Market,Enterprise,Prepaid,Roaming & International,Roaming & International,Roaming not working,Complaint,SW,"Hi KifaruTel, Roaming not working on my Roaming & International. My number: 3214** (masked). hii ni noma ??",Negative,-0.556,Medium,Pending,52,116.24,Care-General,AG-32471,Provided troubleshooting steps,,,Low
KECS-20240823-08489,SMS/USSD,Nairobi,CBD,Consumer,Postpaid,SIM & Registration,SIM & Registration,PUK / SIM locked,Complaint,SW,"Hi KifaruTel, PUK / SIM locked on my SIM & Registration. My number: 7030** (masked). imekataa ??",Neutral,-0.215,Medium,Resolved,10,14.47,Care-General,AG-74229,Verified KYC documents; updated profile,2,28,Low
KECS-20251204-08490,Email,Nairobi,Westlands,Enterprise,Prepaid,Roaming & International,Roaming & International,OTP not received abroad,Complaint,EN,"Hi KifaruTel, OTP not received abroad on my Roaming & International. My number: 3092** (masked).",Negative,-0.625,Medium,Resolved,27,10.89,Care-General,AG-40418,Provided troubleshooting steps,2,,Medium
KECS-20251103-08491,WhatsApp,Nakuru,Naivasha,Consumer,Prepaid,Voice & SMS,Voice & SMS,SMS delayed / not delivered,Complaint,SW,"Hi KifaruTel, SMS delayed / not delivered on my Voice & SMS. My number: 4144** (masked). tafadhali !!!",Negative,-0.546,Low,Escalated,13,6.34,Tech-Network,AG-94622,Escalated to technical team,,,Medium
KECS-20240801-08492,Retail Shop,Nairobi,Roysambu,Consumer,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Complaint,EN,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Roysambu, Nairobi.",Neutral,0.093,Low,Resolved,67,8.75,Tech-Fiber,AG-95313,Advised plan upgrade/relocation process,4,,Low
KECS-20240512-08493,Email,Trans Nzoia,Stage,Consumer,Prepaid,Data Bundles,Data Bundles,Bundle not activated,Complaint,SHENG,"Hi KifaruTel, Bundle not activated on my Data Bundles. Bundle: Weekly 5GB (KES 200). mbona sasa ????",Negative,-0.307,Medium,Resolved,14,25.10,Tech-Network,AG-51773,Logged coverage complaint for optimization,2,,Low
KECS-20250923-08494,Web Portal,Nairobi,Roysambu,SME,Prepaid,Roaming & International,Roaming & International,Roaming not working,Complaint,SW,"Hi KifaruTel, Roaming not working on my Roaming & International. My number: 5865** (masked). imekwama",Negative,-0.411,Medium,Resolved,35,10.09,Care-General,AG-08880,Provided troubleshooting steps,2,-6,Medium
KECS-20240623-08495,Web Portal,Nyeri,Stage,SME,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,EN,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M540821. ??",Neutral,-0.414,Low,Resolved,17,11.41,MobileMoney,AG-22394,Raised reversal ticket,3,,Low
KECS-20250819-08496,SMS/USSD,Kiambu,Juja,Consumer,Prepaid,Device Financing,Device Financing,Upgrade eligibility,Report Fraud,SHENG,Please help! Fraud/scam on my line. Device Financing: Upgrade eligibility. Amount KES 500. nimechoka,Negative,-0.620,Low,Resolved,6,4.06,Billing,AG-39420,Logged complaint for follow-up,3,-58,Medium
KECS-20250209-08497,WhatsApp,Kwale,Stage,Consumer,Pocket WiFi,Voice & SMS,Voice & SMS,SMS delayed / not delivered,Complaint,EN,"Hi KifaruTel, SMS delayed / not delivered on my Voice & SMS. My number: 1754** (masked).",Negative,-0.937,Low,Resolved,23,10.60,Tech-Network,AG-44857,Provided troubleshooting steps,1,-31,Medium
KECS-20241108-08498,SMS/USSD,Elgeyo-Marakwet,Stage,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Inquiry,EN,Kindly advise about Mobile Money: Transaction failed / delayed. Transaction ref: M679577.,Negative,-0.882,High,Resolved,20,27.75,MobileMoney,AG-51039,Checked transaction status; advised retry,1,,Low
KECS-20240721-08499,Call Center,Kericho,Home,Consumer,Pocket WiFi,VAS/Subscriptions,VAS/Subscriptions,Stop SMS/USSD subscription,Complaint,SW,"Hi KifaruTel, Stop SMS/USSD subscription on my VAS/Subscriptions. imepotea ??????",Negative,-0.487,Medium,Resolved,20,16.19,Billing,AG-49481,Stopped subscription; refunded charges,3,-79,Low
KECS-20241219-08500,WhatsApp,Nairobi,Kasarani,SME,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,SW,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: Daily 200MB (KES 20). mko wapi ????",Negative,-0.350,Low,Pending,11,5.76,Tech-Network,AG-89016,Advised app update and cache clear,,,Low
KECS-20240812-08501,WhatsApp,Taita Taveta,Town,Enterprise,Home Fiber,Mobile Money,Mobile Money,Transaction failed / delayed,Inquiry,EN,Kindly advise about Mobile Money: Transaction failed / delayed. Transaction ref: M997190.,Neutral,0.086,Low,Escalated,19,23.27,MobileMoney,AG-57201,Blocked suspicious account and guided reporting,,,Low
KECS-20240218-08502,Web Portal,Laikipia,Market,SME,Pocket WiFi,Home Internet,Home Internet,Fiber down / no internet,Complaint,EN,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Market, Laikipia. ...",Negative,-0.889,High,Resolved,34,23.51,Tech-Fiber,AG-14470,Raised outage incident; provided ETA,3,-59,Medium
